"Country","Pollutant","VAR","Variable","Year","Unit","PowerCode","Value"
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",70973.413
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",73669.126
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",71569.278
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",73366.381
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",75397.631
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",78386.356
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",78563.492
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",80733.638
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",80548.785
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",82486.172
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",82518.413
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",80522.566
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",80605.445
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",77881.951
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",78316.411
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",78149.235
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",80446.278
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",79827.771
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",80673.998
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",80724.436
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",78678.362
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",80281.999
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",80578.309
"New Zealand","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",82317.876
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",25649.309
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",26332.77
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",28274.938
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",27862.725
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",28027.524
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",28148.848
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",29377.311
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",31326.236
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",29930.578
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",31537.744
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",32339.419
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",34490.005
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",34659.519
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",36300.95
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",35953.304
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",37553.454
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",37543.425
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",36657.303
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",37713.283
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",34882.46
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",35031.266
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",34497.004
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",36137.911
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",35304.681
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",35531.369
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",36071.297
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",34304.683
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",35854.823
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",35789.215
"New Zealand","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",37494.502
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",32795.284
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",32924.909
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",32544.677
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",32746.477
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",33592.031
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",34028.088
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",34618.851
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",35320.985
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",34707.777
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",34893.563
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",35771.595
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",36173.893
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",35961.728
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",36080.504
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",36055.407
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",36244.594
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",36354.297
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",35387.368
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",34315.003
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",34427.39
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",34518.563
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",34592.462
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",35077.772
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",35202.229
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",35507.989
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",34993.687
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",34561.764
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",34480.883
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",34535.595
"New Zealand","Methane","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",34621.292
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",5754.711
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",5823.006
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",5849.799
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",6071.03
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",6298.307
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",6533.977
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",6610.682
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",6700.385
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",6632.853
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",6663.858
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",6965.796
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",7331.715
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",7433.08
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",7696.338
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",7829.465
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",7899.32
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",7694.233
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",7502.789
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",7501.464
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",7501.644
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",7642.874
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",7823.104
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",7931.671
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",7961.983
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",8228.573
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",8146.081
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",8172.017
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",8197.685
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",8325.749
"New Zealand","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",8363.178
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",0.286
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",0.358
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",7.905
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",24.518
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",62.941
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",94.83
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",121.83
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",177.984
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",233.647
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",300.097
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",401.364
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",503.845
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",582.577
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",694.011
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",798.681
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",906.826
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",1010.887
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",994.063
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",1053.309
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",1182.573
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",1230.558
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",1292.562
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",1315.851
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",1438.316
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",1573.838
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",1673.355
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",1840.639
"New Zealand","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",1734.064
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",909.949
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",903.79
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",461.879
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",210.157
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",186.178
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",153.277
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",278.981
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",201.106
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",151.383
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",68.667
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",67.61
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",70.61
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",84.484
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",126.813
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",99.115
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",69.38
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",106.732
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",48.405
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",45.467
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",53.858
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",47.562
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",35.152
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",47.462
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",48.125
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",73.41
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",58.585
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",48.691
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",60.458
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",72.396
"New Zealand","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",89.132
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",19.973
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",20.862
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",21.905
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",22.693
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",23.43
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",24.416
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",24.647
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",25.585
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",24.857
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",24.565
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",19.564
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",20.037
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",23.317
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",25.187
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",28.916
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",25.414
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",21.046
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",19.875
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",19.341
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",22.536
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",22.838
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",18.94
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",20.905
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",18.191
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",16.807
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",16.47
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",17.369
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",14.796
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",14.715
"New Zealand","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",15.708
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",6442650.626
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",6373621.135
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",6486343.836
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",6604349.889
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",6691822.829
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",6775860.245
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",6981165.376
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",7036508.04
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",7083269.267
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",7125399.029
